SPREFID,USUBJID,LBTEST,LBTESTCD,LBCAT,LBORRES,LBORRESU,LBMETHOD,LBSPEC,LBDY,trial_set_description,SEX
T104151-2,T104151-2-0010,Protein,PROT,URINALYSIS,4.7,mg,iBroker:PROT*UVOL,URINE,87,Vehicle control:0 mg/kg1S1,M
T104151-2,T104151-2-0006,Protein,PROT,URINALYSIS,5.6,mg,iBroker:PROT*UVOL,URINE,87,Vehicle control:0 mg/kg1S1,M
T104151-2,T104151-2-0001,Protein,PROT,URINALYSIS,9,mg,iBroker:PROT*UVOL,URINE,87,Vehicle control:0 mg/kg1S1,M
T104151-2,T104151-2-0008,Protein,PROT,URINALYSIS,9.3,mg,iBroker:PROT*UVOL,URINE,87,Vehicle control:0 mg/kg1S1,M
T104151-2,T104151-2-0005,Leukocytes,WBC,HEMATOLOGY,5.06,G/l,iBroker:LEUCO,PLASMA,91,Vehicle control:0 mg/kg1S1,M
T104151-2,T104151-2-0007,Leukocytes,WBC,HEMATOLOGY,6.05,G/l,iBroker:LEUCO,PLASMA,91,Vehicle control:0 mg/kg1S1,M
T104151-2,T104151-2-0009,Leukocytes,WBC,HEMATOLOGY,5.02,G/l,iBroker:LEUCO,PLASMA,91,Vehicle control:0 mg/kg1S1,M
T104151-2,T104151-2-0002,Leukocytes,WBC,HEMATOLOGY,6.47,G/l,iBroker:LEUCO,PLASMA,91,Vehicle control:0 mg/kg1S1,M
T104151-2,T104151-2-0004,Leukocytes,WBC,HEMATOLOGY,6.32,G/l,iBroker:LEUCO,PLASMA,91,Vehicle control:0 mg/kg1S1,M
T104151-2,T104151-2-0003,Leukocytes,WBC,HEMATOLOGY,5.96,G/l,iBroker:LEUCO,PLASMA,91,Vehicle control:0 mg/kg1S1,M
T104151-2,T104151-2-0010,Leukocytes,WBC,HEMATOLOGY,5.56,G/l,iBroker:LEUCO,PLASMA,91,Vehicle control:0 mg/kg1S1,M
T104151-2,T104151-2-0006,Leukocytes,WBC,HEMATOLOGY,4.15,G/l,iBroker:LEUCO,PLASMA,91,Vehicle control:0 mg/kg1S1,M
T104151-2,T104151-2-0001,Leukocytes,WBC,HEMATOLOGY,4.75,G/l,iBroker:LEUCO,PLASMA,91,Vehicle control:0 mg/kg1S1,M
T104151-2,T104151-2-0065,Creatinine Excretion Rate,CREATEXR,URINALYSIS,4.98,mmol/l,iBroker:CREA-ur,URINE,88,Vehicle control:0 mg/kg1S1,F
T104151-2,T104151-2-0067,Creatinine Excretion Rate,CREATEXR,URINALYSIS,9.43,mmol/l,iBroker:CREA-ur,URINE,88,Vehicle control:0 mg/kg1S1,F
T104151-2,T104151-2-0066,Creatinine Excretion Rate,CREATEXR,URINALYSIS,6.25,mmol/l,iBroker:CREA-ur,URINE,88,Vehicle control:0 mg/kg1S1,F
T104151-2,T104151-2-0063,Creatinine Excretion Rate,CREATEXR,URINALYSIS,20.88,mmol/l,iBroker:CREA-ur,URINE,88,Vehicle control:0 mg/kg1S1,F
T104151-2,T104151-2-0069,Creatinine Excretion Rate,CREATEXR,URINALYSIS,4.77,mmol/l,iBroker:CREA-ur,URINE,88,Vehicle control:0 mg/kg1S1,F
T104151-2,T104151-2-0062,Creatinine Excretion Rate,CREATEXR,URINALYSIS,6.11,mmol/l,iBroker:CREA-ur,URINE,88,Vehicle control:0 mg/kg1S1,F
T104151-2,T104151-2-0070,Creatinine Excretion Rate,CREATEXR,URINALYSIS,2.36,mmol/l,iBroker:CREA-ur,URINE,88,Vehicle control:0 mg/kg1S1,F
T104151-2,T104151-2-0064,Creatinine Excretion Rate,CREATEXR,URINALYSIS,9.54,mmol/l,iBroker:CREA-ur,URINE,88,Vehicle control:0 mg/kg1S1,F
T104151-2,T104151-2-0068,Creatinine Excretion Rate,CREATEXR,URINALYSIS,4.19,mmol/l,iBroker:CREA-ur,URINE,88,Vehicle control:0 mg/kg1S1,F
T104151-2,T104151-2-0071,Creatinine Excretion Rate,CREATEXR,URINALYSIS,3.29,mmol/l,iBroker:CREA-ur,URINE,88,Vehicle control:0 mg/kg1S1,F
T104151-2,T104151-2-0065,Eosinophils,EOS,HEMATOLOGY,0.09,G/l,iBroker:EOS,PLASMA,92,Vehicle control:0 mg/kg1S1,F
T104151-2,T104151-2-0067,Eosinophils,EOS,HEMATOLOGY,0.07,G/l,iBroker:EOS,PLASMA,92,Vehicle control:0 mg/kg1S1,F
T104151-2,T104151-2-0066,Eosinophils,EOS,HEMATOLOGY,0.15,G/l,iBroker:EOS,PLASMA,92,Vehicle control:0 mg/kg1S1,F
T104151-2,T104151-2-0063,Eosinophils,EOS,HEMATOLOGY,0.04,G/l,iBroker:EOS,PLASMA,92,Vehicle control:0 mg/kg1S1,F
T104151-2,T104151-2-0069,Eosinophils,EOS,HEMATOLOGY,0.07,G/l,iBroker:EOS,PLASMA,92,Vehicle control:0 mg/kg1S1,F
T104151-2,T104151-2-0062,Eosinophils,EOS,HEMATOLOGY,0.05,G/l,iBroker:EOS,PLASMA,92,Vehicle control:0 mg/kg1S1,F
T104151-2,T104151-2-0070,Eosinophils,EOS,HEMATOLOGY,0.08,G/l,iBroker:EOS,PLASMA,92,Vehicle control:0 mg/kg1S1,F
T104151-2,T104151-2-0064,Eosinophils,EOS,HEMATOLOGY,0.08,G/l,iBroker:EOS,PLASMA,92,Vehicle control:0 mg/kg1S1,F
T104151-2,T104151-2-0068,Eosinophils,EOS,HEMATOLOGY,0.06,G/l,iBroker:EOS,PLASMA,92,Vehicle control:0 mg/kg1S1,F
T104151-2,T104151-2-0071,Eosinophils,EOS,HEMATOLOGY,0.07,G/l,iBroker:EOS,PLASMA,92,Vehicle control:0 mg/kg1S1,F
T104151-2,T104151-2-0070,Glutamate Dehydrogenase,GLDH,CLINICAL CHEMISTRY,3.5,U/l,iBroker:GLDH,SERUM,92,Vehicle control:0 mg/kg1S1,F
T104151-2,T104151-2-0064,Glutamate Dehydrogenase,GLDH,CLINICAL CHEMISTRY,2.9,U/l,iBroker:GLDH,SERUM,92,Vehicle control:0 mg/kg1S1,F
T104151-2,T104151-2-0068,Glutamate Dehydrogenase,GLDH,CLINICAL CHEMISTRY,3.8,U/l,iBroker:GLDH,SERUM,92,Vehicle control:0 mg/kg1S1,F
T104151-2,T104151-2-0071,Glutamate Dehydrogenase,GLDH,CLINICAL CHEMISTRY,2.5,U/l,iBroker:GLDH,SERUM,92,Vehicle control:0 mg/kg1S1,F
T104151-2,T104151-2-0065,Glutamate Dehydrogenase,GLDH,CLINICAL CHEMISTRY,3.9,U/l,iBroker:GLDH,SERUM,92,Vehicle control:0 mg/kg1S1,F
T104151-2,T104151-2-0067,Glutamate Dehydrogenase,GLDH,CLINICAL CHEMISTRY,2.7,U/l,iBroker:GLDH,SERUM,92,Vehicle control:0 mg/kg1S1,F
T104151-2,T104151-2-0066,Glutamate Dehydrogenase,GLDH,CLINICAL CHEMISTRY,3.9,U/l,iBroker:GLDH,SERUM,92,Vehicle control:0 mg/kg1S1,F
T104151-2,T104151-2-0063,Glutamate Dehydrogenase,GLDH,CLINICAL CHEMISTRY,9.1,U/l,iBroker:GLDH,SERUM,92,Vehicle control:0 mg/kg1S1,F
T104151-2,T104151-2-0069,Glutamate Dehydrogenase,GLDH,CLINICAL CHEMISTRY,2.7,U/l,iBroker:GLDH,SERUM,92,Vehicle control:0 mg/kg1S1,F
T104151-2,T104151-2-0062,Glutamate Dehydrogenase,GLDH,CLINICAL CHEMISTRY,9.5,U/l,iBroker:GLDH,SERUM,92,Vehicle control:0 mg/kg1S1,F
T104151-2,T104151-2-0007,Cholesterol,CHOL,CLINICAL CHEMISTRY,2.42,mmol/l,iBroker:CHOL-r,SERUM,29,Vehicle control:0 mg/kg1S1,M
T104151-2,T104151-2-0009,Cholesterol,CHOL,CLINICAL CHEMISTRY,2,mmol/l,iBroker:CHOL-r,SERUM,29,Vehicle control:0 mg/kg1S1,M
T104151-2,T104151-2-0005,Cholesterol,CHOL,CLINICAL CHEMISTRY,1.71,mmol/l,iBroker:CHOL-r,SERUM,29,Vehicle control:0 mg/kg1S1,M
T104151-2,T104151-2-0002,Cholesterol,CHOL,CLINICAL CHEMISTRY,1.23,mmol/l,iBroker:CHOL-r,SERUM,29,Vehicle control:0 mg/kg1S1,M
T104151-2,T104151-2-0004,Cholesterol,CHOL,CLINICAL CHEMISTRY,1.59,mmol/l,iBroker:CHOL-r,SERUM,29,Vehicle control:0 mg/kg1S1,M
T104151-2,T104151-2-0003,Cholesterol,CHOL,CLINICAL CHEMISTRY,1.69,mmol/l,iBroker:CHOL-r,SERUM,29,Vehicle control:0 mg/kg1S1,M
T104151-2,T104151-2-0010,Cholesterol,CHOL,CLINICAL CHEMISTRY,1.7,mmol/l,iBroker:CHOL-r,SERUM,29,Vehicle control:0 mg/kg1S1,M
T104151-2,T104151-2-0006,Cholesterol,CHOL,CLINICAL CHEMISTRY,2.15,mmol/l,iBroker:CHOL-r,SERUM,29,Vehicle control:0 mg/kg1S1,M
T104151-2,T104151-2-0001,Cholesterol,CHOL,CLINICAL CHEMISTRY,1.45,mmol/l,iBroker:CHOL-r,SERUM,29,Vehicle control:0 mg/kg1S1,M
T104151-2,T104151-2-0008,Cholesterol,CHOL,CLINICAL CHEMISTRY,1.89,mmol/l,iBroker:CHOL-r,SERUM,29,Vehicle control:0 mg/kg1S1,M
T104151-2,T104151-2-0005,Fibrinogen,FIBRINO,COAGULATION,2.47,g/l,iBroker:FIBR,PLASMA,29,Vehicle control:0 mg/kg1S1,M
T104151-2,T104151-2-0002,Fibrinogen,FIBRINO,COAGULATION,2.53,g/l,iBroker:FIBR,PLASMA,29,Vehicle control:0 mg/kg1S1,M
T104151-2,T104151-2-0004,Fibrinogen,FIBRINO,COAGULATION,2.49,g/l,iBroker:FIBR,PLASMA,29,Vehicle control:0 mg/kg1S1,M
T104151-2,T104151-2-0003,Fibrinogen,FIBRINO,COAGULATION,2.35,g/l,iBroker:FIBR,PLASMA,29,Vehicle control:0 mg/kg1S1,M
T104151-2,T104151-2-0010,Fibrinogen,FIBRINO,COAGULATION,2.23,g/l,iBroker:FIBR,PLASMA,29,Vehicle control:0 mg/kg1S1,M
T104151-2,T104151-2-0006,Fibrinogen,FIBRINO,COAGULATION,2.41,g/l,iBroker:FIBR,PLASMA,29,Vehicle control:0 mg/kg1S1,M
T104151-2,T104151-2-0001,Fibrinogen,FIBRINO,COAGULATION,2.76,g/l,iBroker:FIBR,PLASMA,29,Vehicle control:0 mg/kg1S1,M
T104151-2,T104151-2-0008,Fibrinogen,FIBRINO,COAGULATION,2.05,g/l,iBroker:FIBR,PLASMA,29,Vehicle control:0 mg/kg1S1,M
T104151-2,T104151-2-0007,Fibrinogen,FIBRINO,COAGULATION,2.28,g/l,iBroker:FIBR,PLASMA,29,Vehicle control:0 mg/kg1S1,M
T104151-2,T104151-2-0009,Fibrinogen,FIBRINO,COAGULATION,2.41,g/l,iBroker:FIBR,PLASMA,29,Vehicle control:0 mg/kg1S1,M
T104151-2,T104151-2-0008,Fibrinogen,FIBRINO,COAGULATION,2.42,g/l,iBroker:FIBR,PLASMA,92,Vehicle control:0 mg/kg1S1,M
T104151-2,T104151-2-0065,Activated Partial Thromboplastin Time,APTT,COAGULATION,14.8,sec,iBroker:PTT,PLASMA,30,Vehicle control:0 mg/kg1S1,F
T104151-2,T104151-2-0067,Activated Partial Thromboplastin Time,APTT,COAGULATION,15,sec,iBroker:PTT,PLASMA,30,Vehicle control:0 mg/kg1S1,F
T104151-2,T104151-2-0066,Activated Partial Thromboplastin Time,APTT,COAGULATION,18,sec,iBroker:PTT,PLASMA,30,Vehicle control:0 mg/kg1S1,F
T104151-2,T104151-2-0063,Activated Partial Thromboplastin Time,APTT,COAGULATION,14.4,sec,iBroker:PTT,PLASMA,30,Vehicle control:0 mg/kg1S1,F
T104151-2,T104151-2-0069,Activated Partial Thromboplastin Time,APTT,COAGULATION,15.9,sec,iBroker:PTT,PLASMA,30,Vehicle control:0 mg/kg1S1,F
T104151-2,T104151-2-0062,Activated Partial Thromboplastin Time,APTT,COAGULATION,15.1,sec,iBroker:PTT,PLASMA,30,Vehicle control:0 mg/kg1S1,F
T104151-2,T104151-2-0070,Activated Partial Thromboplastin Time,APTT,COAGULATION,16.8,sec,iBroker:PTT,PLASMA,30,Vehicle control:0 mg/kg1S1,F
T104151-2,T104151-2-0064,Activated Partial Thromboplastin Time,APTT,COAGULATION,15.2,sec,iBroker:PTT,PLASMA,30,Vehicle control:0 mg/kg1S1,F
T104151-2,T104151-2-0068,Activated Partial Thromboplastin Time,APTT,COAGULATION,14.7,sec,iBroker:PTT,PLASMA,30,Vehicle control:0 mg/kg1S1,F
T104151-2,T104151-2-0071,Activated Partial Thromboplastin Time,APTT,COAGULATION,16.2,sec,iBroker:PTT,PLASMA,30,Vehicle control:0 mg/kg1S1,F
T104151-2,T104151-2-0070,"Lymphocytes Atypical, Reactive",ATYP,HEMATOLOGY,0.04,G/l,iBroker:Atypical,PLASMA,30,Vehicle control:0 mg/kg1S1,F
T104151-2,T104151-2-0064,"Lymphocytes Atypical, Reactive",ATYP,HEMATOLOGY,0.03,G/l,iBroker:Atypical,PLASMA,30,Vehicle control:0 mg/kg1S1,F
T104151-2,T104151-2-0068,"Lymphocytes Atypical, Reactive",ATYP,HEMATOLOGY,0.02,G/l,iBroker:Atypical,PLASMA,30,Vehicle control:0 mg/kg1S1,F
T104151-2,T104151-2-0071,"Lymphocytes Atypical, Reactive",ATYP,HEMATOLOGY,0.03,G/l,iBroker:Atypical,PLASMA,30,Vehicle control:0 mg/kg1S1,F
T104151-2,T104151-2-0065,"Lymphocytes Atypical, Reactive",ATYP,HEMATOLOGY,0.03,G/l,iBroker:Atypical,PLASMA,30,Vehicle control:0 mg/kg1S1,F
T104151-2,T104151-2-0067,"Lymphocytes Atypical, Reactive",ATYP,HEMATOLOGY,0.01,G/l,iBroker:Atypical,PLASMA,30,Vehicle control:0 mg/kg1S1,F
T104151-2,T104151-2-0066,"Lymphocytes Atypical, Reactive",ATYP,HEMATOLOGY,0.03,G/l,iBroker:Atypical,PLASMA,30,Vehicle control:0 mg/kg1S1,F
T104151-2,T104151-2-0063,"Lymphocytes Atypical, Reactive",ATYP,HEMATOLOGY,0.02,G/l,iBroker:Atypical,PLASMA,30,Vehicle control:0 mg/kg1S1,F
T104151-2,T104151-2-0069,"Lymphocytes Atypical, Reactive",ATYP,HEMATOLOGY,0.02,G/l,iBroker:Atypical,PLASMA,30,Vehicle control:0 mg/kg1S1,F
T104151-2,T104151-2-0062,"Lymphocytes Atypical, Reactive",ATYP,HEMATOLOGY,0.04,G/l,iBroker:Atypical,PLASMA,30,Vehicle control:0 mg/kg1S1,F
T104151-2,T104151-2-0070,Bilirubin,BILI,CLINICAL CHEMISTRY,0.4,µmol/l,iBroker:Bili-t,SERUM,30,Vehicle control:0 mg/kg1S1,F
T104151-2,T104151-2-0064,Bilirubin,BILI,CLINICAL CHEMISTRY,0.4,µmol/l,iBroker:Bili-t,SERUM,30,Vehicle control:0 mg/kg1S1,F
T104151-2,T104151-2-0068,Bilirubin,BILI,CLINICAL CHEMISTRY,0.2,µmol/l,iBroker:Bili-t,SERUM,30,Vehicle control:0 mg/kg1S1,F
T104151-2,T104151-2-0071,Bilirubin,BILI,CLINICAL CHEMISTRY,0.5,µmol/l,iBroker:Bili-t,SERUM,30,Vehicle control:0 mg/kg1S1,F
T104151-2,T104151-2-0065,Bilirubin,BILI,CLINICAL CHEMISTRY,0.6,µmol/l,iBroker:Bili-t,SERUM,30,Vehicle control:0 mg/kg1S1,F
T104151-2,T104151-2-0067,Bilirubin,BILI,CLINICAL CHEMISTRY,0.7,µmol/l,iBroker:Bili-t,SERUM,30,Vehicle control:0 mg/kg1S1,F
T104151-2,T104151-2-0066,Bilirubin,BILI,CLINICAL CHEMISTRY,0.2,µmol/l,iBroker:Bili-t,SERUM,30,Vehicle control:0 mg/kg1S1,F
T104151-2,T104151-2-0063,Bilirubin,BILI,CLINICAL CHEMISTRY,0.3,µmol/l,iBroker:Bili-t,SERUM,30,Vehicle control:0 mg/kg1S1,F
T104151-2,T104151-2-0069,Bilirubin,BILI,CLINICAL CHEMISTRY,0.2,µmol/l,iBroker:Bili-t,SERUM,30,Vehicle control:0 mg/kg1S1,F
T104151-2,T104151-2-0062,Bilirubin,BILI,CLINICAL CHEMISTRY,0.5,µmol/l,iBroker:Bili-t,SERUM,30,Vehicle control:0 mg/kg1S1,F
T104151-2,T104151-2-0065,Gamma Glutamyl Transferase,GGT,CLINICAL CHEMISTRY,0,U/l,iBroker:gamma-GT,SERUM,30,Vehicle control:0 mg/kg1S1,F
T104151-2,T104151-2-0067,Gamma Glutamyl Transferase,GGT,CLINICAL CHEMISTRY,0.1,U/l,iBroker:gamma-GT,SERUM,30,Vehicle control:0 mg/kg1S1,F
T104151-2,T104151-2-0066,Gamma Glutamyl Transferase,GGT,CLINICAL CHEMISTRY,0,U/l,iBroker:gamma-GT,SERUM,30,Vehicle control:0 mg/kg1S1,F
T104151-2,T104151-2-0063,Gamma Glutamyl Transferase,GGT,CLINICAL CHEMISTRY,0,U/l,iBroker:gamma-GT,SERUM,30,Vehicle control:0 mg/kg1S1,F
T104151-2,T104151-2-0069,Gamma Glutamyl Transferase,GGT,CLINICAL CHEMISTRY,0,U/l,iBroker:gamma-GT,SERUM,30,Vehicle control:0 mg/kg1S1,F
T104151-2,T104151-2-0062,Gamma Glutamyl Transferase,GGT,CLINICAL CHEMISTRY,0,U/l,iBroker:gamma-GT,SERUM,30,Vehicle control:0 mg/kg1S1,F
T104151-2,T104151-2-0070,Gamma Glutamyl Transferase,GGT,CLINICAL CHEMISTRY,0,U/l,iBroker:gamma-GT,SERUM,30,Vehicle control:0 mg/kg1S1,F
T104151-2,T104151-2-0064,Gamma Glutamyl Transferase,GGT,CLINICAL CHEMISTRY,0,U/l,iBroker:gamma-GT,SERUM,30,Vehicle control:0 mg/kg1S1,F
T104151-2,T104151-2-0068,Gamma Glutamyl Transferase,GGT,CLINICAL CHEMISTRY,0,U/l,iBroker:gamma-GT,SERUM,30,Vehicle control:0 mg/kg1S1,F
T104151-2,T104151-2-0071,Gamma Glutamyl Transferase,GGT,CLINICAL CHEMISTRY,0,U/l,iBroker:gamma-GT,SERUM,30,Vehicle control:0 mg/kg1S1,F
T104151-2,T104151-2-0065,Lymphocytes,LYM,HEMATOLOGY,3.21,G/l,iBroker:LYM,PLASMA,92,Vehicle control:0 mg/kg1S1,F
T104151-2,T104151-2-0067,Lymphocytes,LYM,HEMATOLOGY,3.02,G/l,iBroker:LYM,PLASMA,92,Vehicle control:0 mg/kg1S1,F
T104151-2,T104151-2-0066,Lymphocytes,LYM,HEMATOLOGY,3.95,G/l,iBroker:LYM,PLASMA,92,Vehicle control:0 mg/kg1S1,F
T104151-2,T104151-2-0063,Lymphocytes,LYM,HEMATOLOGY,3.26,G/l,iBroker:LYM,PLASMA,92,Vehicle control:0 mg/kg1S1,F
T104151-2,T104151-2-0069,Lymphocytes,LYM,HEMATOLOGY,4.19,G/l,iBroker:LYM,PLASMA,92,Vehicle control:0 mg/kg1S1,F
T104151-2,T104151-2-0062,Lymphocytes,LYM,HEMATOLOGY,2.89,G/l,iBroker:LYM,PLASMA,92,Vehicle control:0 mg/kg1S1,F
T104151-2,T104151-2-0070,Lymphocytes,LYM,HEMATOLOGY,4.71,G/l,iBroker:LYM,PLASMA,92,Vehicle control:0 mg/kg1S1,F
T104151-2,T104151-2-0064,Lymphocytes,LYM,HEMATOLOGY,3.01,G/l,iBroker:LYM,PLASMA,92,Vehicle control:0 mg/kg1S1,F
T104151-2,T104151-2-0068,Lymphocytes,LYM,HEMATOLOGY,3.42,G/l,iBroker:LYM,PLASMA,92,Vehicle control:0 mg/kg1S1,F
T104151-2,T104151-2-0071,Lymphocytes,LYM,HEMATOLOGY,3.74,G/l,iBroker:LYM,PLASMA,92,Vehicle control:0 mg/kg1S1,F
T104151-2,T104151-2-0005,Alkaline Phosphatase,ALP,CLINICAL CHEMISTRY,204,U/l,iBroker:APh,SERUM,29,Vehicle control:0 mg/kg1S1,M
T104151-2,T104151-2-0002,Alkaline Phosphatase,ALP,CLINICAL CHEMISTRY,311,U/l,iBroker:APh,SERUM,29,Vehicle control:0 mg/kg1S1,M
T104151-2,T104151-2-0004,Alkaline Phosphatase,ALP,CLINICAL CHEMISTRY,187,U/l,iBroker:APh,SERUM,29,Vehicle control:0 mg/kg1S1,M
T104151-2,T104151-2-0003,Alkaline Phosphatase,ALP,CLINICAL CHEMISTRY,294,U/l,iBroker:APh,SERUM,29,Vehicle control:0 mg/kg1S1,M
T104151-2,T104151-2-0010,Alkaline Phosphatase,ALP,CLINICAL CHEMISTRY,238,U/l,iBroker:APh,SERUM,29,Vehicle control:0 mg/kg1S1,M
T104151-2,T104151-2-0006,Alkaline Phosphatase,ALP,CLINICAL CHEMISTRY,188,U/l,iBroker:APh,SERUM,29,Vehicle control:0 mg/kg1S1,M
T104151-2,T104151-2-0001,Alkaline Phosphatase,ALP,CLINICAL CHEMISTRY,295,U/l,iBroker:APh,SERUM,29,Vehicle control:0 mg/kg1S1,M
T104151-2,T104151-2-0008,Alkaline Phosphatase,ALP,CLINICAL CHEMISTRY,163,U/l,iBroker:APh,SERUM,29,Vehicle control:0 mg/kg1S1,M
T104151-2,T104151-2-0007,Alkaline Phosphatase,ALP,CLINICAL CHEMISTRY,172,U/l,iBroker:APh,SERUM,29,Vehicle control:0 mg/kg1S1,M
T104151-2,T104151-2-0009,Alkaline Phosphatase,ALP,CLINICAL CHEMISTRY,258,U/l,iBroker:APh,SERUM,29,Vehicle control:0 mg/kg1S1,M
T104151-2,T104151-2-0007,Fibrinogen,FIBRINO,COAGULATION,2.27,g/l,iBroker:FIBR,PLASMA,91,Vehicle control:0 mg/kg1S1,M
T104151-2,T104151-2-0009,Fibrinogen,FIBRINO,COAGULATION,2.37,g/l,iBroker:FIBR,PLASMA,91,Vehicle control:0 mg/kg1S1,M
T104151-2,T104151-2-0005,Fibrinogen,FIBRINO,COAGULATION,2.51,g/l,iBroker:FIBR,PLASMA,91,Vehicle control:0 mg/kg1S1,M
T104151-2,T104151-2-0002,Fibrinogen,FIBRINO,COAGULATION,2.48,g/l,iBroker:FIBR,PLASMA,91,Vehicle control:0 mg/kg1S1,M
T104151-2,T104151-2-0004,Fibrinogen,FIBRINO,COAGULATION,2.3,g/l,iBroker:FIBR,PLASMA,91,Vehicle control:0 mg/kg1S1,M
T104151-2,T104151-2-0003,Fibrinogen,FIBRINO,COAGULATION,2.42,g/l,iBroker:FIBR,PLASMA,91,Vehicle control:0 mg/kg1S1,M
T104151-2,T104151-2-0010,Fibrinogen,FIBRINO,COAGULATION,2.35,g/l,iBroker:FIBR,PLASMA,91,Vehicle control:0 mg/kg1S1,M
T104151-2,T104151-2-0006,Fibrinogen,FIBRINO,COAGULATION,2.45,g/l,iBroker:FIBR,PLASMA,91,Vehicle control:0 mg/kg1S1,M
T104151-2,T104151-2-0001,Fibrinogen,FIBRINO,COAGULATION,2.66,g/l,iBroker:FIBR,PLASMA,91,Vehicle control:0 mg/kg1S1,M
T104151-2,T104151-2-0007,Ery. Mean Corpuscular Hemoglobin,MCH,HEMATOLOGY,18.8,pg,iBroker:MCH,PLASMA,29,Vehicle control:0 mg/kg1S1,M
T104151-2,T104151-2-0009,Ery. Mean Corpuscular Hemoglobin,MCH,HEMATOLOGY,17.9,pg,iBroker:MCH,PLASMA,29,Vehicle control:0 mg/kg1S1,M
T104151-2,T104151-2-0005,Ery. Mean Corpuscular Hemoglobin,MCH,HEMATOLOGY,18.8,pg,iBroker:MCH,PLASMA,29,Vehicle control:0 mg/kg1S1,M
T104151-2,T104151-2-0002,Ery. Mean Corpuscular Hemoglobin,MCH,HEMATOLOGY,18.5,pg,iBroker:MCH,PLASMA,29,Vehicle control:0 mg/kg1S1,M
T104151-2,T104151-2-0004,Ery. Mean Corpuscular Hemoglobin,MCH,HEMATOLOGY,18.8,pg,iBroker:MCH,PLASMA,29,Vehicle control:0 mg/kg1S1,M
T104151-2,T104151-2-0003,Ery. Mean Corpuscular Hemoglobin,MCH,HEMATOLOGY,18.6,pg,iBroker:MCH,PLASMA,29,Vehicle control:0 mg/kg1S1,M
T104151-2,T104151-2-0010,Ery. Mean Corpuscular Hemoglobin,MCH,HEMATOLOGY,19.3,pg,iBroker:MCH,PLASMA,29,Vehicle control:0 mg/kg1S1,M
T104151-2,T104151-2-0006,Ery. Mean Corpuscular Hemoglobin,MCH,HEMATOLOGY,17.6,pg,iBroker:MCH,PLASMA,29,Vehicle control:0 mg/kg1S1,M
T104151-2,T104151-2-0001,Ery. Mean Corpuscular Hemoglobin,MCH,HEMATOLOGY,18.3,pg,iBroker:MCH,PLASMA,29,Vehicle control:0 mg/kg1S1,M
T104151-2,T104151-2-0008,Ery. Mean Corpuscular Hemoglobin,MCH,HEMATOLOGY,19.3,pg,iBroker:MCH,PLASMA,29,Vehicle control:0 mg/kg1S1,M
T104151-2,T104151-2-0070,Cholesterol,CHOL,CLINICAL CHEMISTRY,1.04,mmol/l,iBroker:CHOL-r,SERUM,92,Vehicle control:0 mg/kg1S1,F
T104151-2,T104151-2-0065,Cholesterol,CHOL,CLINICAL CHEMISTRY,1.69,mmol/l,iBroker:CHOL-r,SERUM,92,Vehicle control:0 mg/kg1S1,F
T104151-2,T104151-2-0067,Cholesterol,CHOL,CLINICAL CHEMISTRY,1.36,mmol/l,iBroker:CHOL-r,SERUM,92,Vehicle control:0 mg/kg1S1,F
T104151-2,T104151-2-0064,Cholesterol,CHOL,CLINICAL CHEMISTRY,1.19,mmol/l,iBroker:CHOL-r,SERUM,92,Vehicle control:0 mg/kg1S1,F
T104151-2,T104151-2-0066,Cholesterol,CHOL,CLINICAL CHEMISTRY,1.33,mmol/l,iBroker:CHOL-r,SERUM,92,Vehicle control:0 mg/kg1S1,F
T104151-2,T104151-2-0063,Cholesterol,CHOL,CLINICAL CHEMISTRY,1.33,mmol/l,iBroker:CHOL-r,SERUM,92,Vehicle control:0 mg/kg1S1,F
T104151-2,T104151-2-0069,Cholesterol,CHOL,CLINICAL CHEMISTRY,1.17,mmol/l,iBroker:CHOL-r,SERUM,92,Vehicle control:0 mg/kg1S1,F
T104151-2,T104151-2-0062,Cholesterol,CHOL,CLINICAL CHEMISTRY,2.11,mmol/l,iBroker:CHOL-r,SERUM,92,Vehicle control:0 mg/kg1S1,F
T104151-2,T104151-2-0068,Cholesterol,CHOL,CLINICAL CHEMISTRY,1.79,mmol/l,iBroker:CHOL-r,SERUM,92,Vehicle control:0 mg/kg1S1,F
T104151-2,T104151-2-0071,Cholesterol,CHOL,CLINICAL CHEMISTRY,1.3,mmol/l,iBroker:CHOL-r,SERUM,92,Vehicle control:0 mg/kg1S1,F
T104151-2,T104151-2-0065,Glucose,GLUC,CLINICAL CHEMISTRY,5.03,mmol/l,iBroker:GLUC-wb,SERUM,92,Vehicle control:0 mg/kg1S1,F
T104151-2,T104151-2-0067,Glucose,GLUC,CLINICAL CHEMISTRY,4.89,mmol/l,iBroker:GLUC-wb,SERUM,92,Vehicle control:0 mg/kg1S1,F
T104151-2,T104151-2-0066,Glucose,GLUC,CLINICAL CHEMISTRY,5.34,mmol/l,iBroker:GLUC-wb,SERUM,92,Vehicle control:0 mg/kg1S1,F
T104151-2,T104151-2-0063,Glucose,GLUC,CLINICAL CHEMISTRY,4.15,mmol/l,iBroker:GLUC-wb,SERUM,92,Vehicle control:0 mg/kg1S1,F
T104151-2,T104151-2-0069,Glucose,GLUC,CLINICAL CHEMISTRY,4.86,mmol/l,iBroker:GLUC-wb,SERUM,92,Vehicle control:0 mg/kg1S1,F
